Drug,Disease,LossDiff
budesonide,Lung Adenocarcinoma,0.0005244222968162516
budesonide,Kidney Renal Clear Cell Carcinoma,0.0003109483134288049
budesonide,Colon Adenocarcinoma,0.001432001884765055
budesonide,Uterine Corpus Endometrial Carcinoma,0.00020041050911329128
budesonide,Head and Neck Squamous Cell Carcinoma,0.00035120590689218244
budesonide,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0006738620183684485
bumetanide,Kidney Renal Papillary Cell Carcinoma,0.0007895510648010529
bumetanide,Thyroid Carcinoma,-4.9560999667107306e-05
bumetanide,Liver Hepatocellular Carcinoma,0.00076889968472873
bumetanide,Breast Invasive Carcinoma,0.0007321340733639437
bumetanide,Prostate Adenocarcinoma,9.574568346956997e-05
bumetanide,Bladder Urothelial Carcinoma,0.0021542079080557166
bumetanide,Stomach Adenocarcinoma,0.0007866201937299477
bumetanide,Lung Squamous Cell Carcinoma,0.002140628170167025
bumetanide,Ovarian Serous Cystadenocarcinoma,0.0031564861838497384
bumetanide,Brain Lower Grade Glioma,0.0005144000546507654
bumetanide,Skin Cutaneous Melanoma,0.0024892526536952177
bumetanide,Lung Adenocarcinoma,0.0025891526239166353
bumetanide,Kidney Renal Clear Cell Carcinoma,0.0013540993630886012
bumetanide,Colon Adenocarcinoma,0.0015846204947069786
bumetanide,Uterine Corpus Endometrial Carcinoma,0.0017110463245727347
bumetanide,Head and Neck Squamous Cell Carcinoma,0.0025289096051666292
bumetanide,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0010115756229920891
buprenorphine,Kidney Renal Papillary Cell Carcinoma,0.0004960291909309855
buprenorphine,Thyroid Carcinoma,0.00022080146961591038
buprenorphine,Liver Hepatocellular Carcinoma,0.0007945313970926238
buprenorphine,Breast Invasive Carcinoma,0.00044467715080470096
buprenorphine,Prostate Adenocarcinoma,9.330324256090231e-05
buprenorphine,Bladder Urothelial Carcinoma,0.0008274411137189741
buprenorphine,Stomach Adenocarcinoma,0.0009568340636354145
buprenorphine,Lung Squamous Cell Carcinoma,-0.00010305387468481086
buprenorphine,Ovarian Serous Cystadenocarcinoma,0.0010310762319991396
buprenorphine,Brain Lower Grade Glioma,0.001328327250235517
buprenorphine,Skin Cutaneous Melanoma,0.0008324236094744419
buprenorphine,Lung Adenocarcinoma,0.000877587518722156
buprenorphine,Kidney Renal Clear Cell Carcinoma,0.00045269105869988335
buprenorphine,Colon Adenocarcinoma,0.0013180649400156065
buprenorphine,Uterine Corpus Endometrial Carcinoma,0.0003652461999403667
buprenorphine,Head and Neck Squamous Cell Carcinoma,0.00023975201367120168
buprenorphine,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0008211256563663505
bupropion,Kidney Renal Papillary Cell Carcinoma,0.0002523736461148285
bupropion,Thyroid Carcinoma,0.00020442770963364845
bupropion,Liver Hepatocellular Carcinoma,0.0021768960321385646
bupropion,Breast Invasive Carcinoma,0.00048585978228213864
bupropion,Prostate Adenocarcinoma,0.0001771198721765422
bupropion,Bladder Urothelial Carcinoma,0.0010573749879241423
bupropion,Stomach Adenocarcinoma,0.0018845062417422232
bupropion,Lung Squamous Cell Carcinoma,0.0008324593278156378
bupropion,Ovarian Serous Cystadenocarcinoma,0.0016594310494797426
bupropion,Brain Lower Grade Glioma,-1.858547411567324e-05
bupropion,Skin Cutaneous Melanoma,0.0010105866152610554
bupropion,Lung Adenocarcinoma,0.0006900796106528162
bupropion,Kidney Renal Clear Cell Carcinoma,0.00021151045194036655
bupropion,Colon Adenocarcinoma,0.0010973510883723614
bupropion,Uterine Corpus Endometrial Carcinoma,0.00019013910369423682
bupropion,Head and Neck Squamous Cell Carcinoma,0.0016611822970627132
bupropion,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0018277039040218712
buspirone,Kidney Renal Papillary Cell Carcinoma,-0.0005995172428112205
buspirone,Thyroid Carcinoma,0.00024999689141457155
buspirone,Liver Hepatocellular Carcinoma,-0.0005479729092217056
buspirone,Breast Invasive Carcinoma,0.0003278707173171802
buspirone,Prostate Adenocarcinoma,4.093909325699114e-05
buspirone,Bladder Urothelial Carcinoma,0.0003258260567791327
buspirone,Stomach Adenocarcinoma,0.0012962326414350579
buspirone,Lung Squamous Cell Carcinoma,-4.957985442535229e-05
buspirone,Ovarian Serous Cystadenocarcinoma,0.0005830096593544054
buspirone,Brain Lower Grade Glioma,0.0010314504780994048
buspirone,Skin Cutaneous Melanoma,0.0003297068262323677
buspirone,Lung Adenocarcinoma,0.00021824864324958558
buspirone,Kidney Renal Clear Cell Carcinoma,0.0015914898881545293
buspirone,Colon Adenocarcinoma,0.0008958408914282234
buspirone,Uterine Corpus Endometrial Carcinoma,0.00025502645207846065
buspirone,Head and Neck Squamous Cell Carcinoma,-4.7827099785624494e-05
buspirone,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.000275562568144358
busulfan,Kidney Renal Papillary Cell Carcinoma,0.0006795227109847423
busulfan,Thyroid Carcinoma,0.00021050063554535898
busulfan,Liver Hepatocellular Carcinoma,0.0005294579179520809
busulfan,Breast Invasive Carcinoma,0.000584035082614276
busulfan,Prostate Adenocarcinoma,7.796703463756225e-05
busulfan,Bladder Urothelial Carcinoma,0.004726296619691572
busulfan,Stomach Adenocarcinoma,0.001698070340954838
busulfan,Lung Squamous Cell Carcinoma,0.0019964528231741106
busulfan,Ovarian Serous Cystadenocarcinoma,0.001334653647977957
busulfan,Brain Lower Grade Glioma,0.0015042501163168964
busulfan,Skin Cutaneous Melanoma,0.0013045925201778496
busulfan,Lung Adenocarcinoma,0.0026487614816249174
busulfan,Kidney Renal Clear Cell Carcinoma,0.0011450826949797933
busulfan,Colon Adenocarcinoma,0.0022760561128523813
busulfan,Uterine Corpus Endometrial Carcinoma,7.77017629847998e-05
busulfan,Head and Neck Squamous Cell Carcinoma,0.0033873848201054213
busulfan,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0010375691137530564
cabazitaxel,Kidney Renal Papillary Cell Carcinoma,0.0012127116984483265
cabazitaxel,Thyroid Carcinoma,0.0004911047999154372
cabazitaxel,Liver Hepatocellular Carcinoma,-0.00021254647089700152
cabazitaxel,Breast Invasive Carcinoma,0.0007137205821015791
cabazitaxel,Prostate Adenocarcinoma,-2.8440031055055248e-05
cabazitaxel,Bladder Urothelial Carcinoma,0.0021731577678595682
cabazitaxel,Stomach Adenocarcinoma,0.002391158260599058
cabazitaxel,Lung Squamous Cell Carcinoma,-0.0002189561070178758
cabazitaxel,Ovarian Serous Cystadenocarcinoma,0.002451013100087951
cabazitaxel,Brain Lower Grade Glioma,0.0015165947201518427
cabazitaxel,Skin Cutaneous Melanoma,0.00200659557140932
cabazitaxel,Lung Adenocarcinoma,0.0003576812952849395
cabazitaxel,Kidney Renal Clear Cell Carcinoma,0.0015334877543724313
cabazitaxel,Colon Adenocarcinoma,0.0003835886268312771
cabazitaxel,Uterine Corpus Endometrial Carcinoma,0.0005273287480587862
cabazitaxel,Head and Neck Squamous Cell Carcinoma,0.000219202586236944
cabazitaxel,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0001433581655675864
cabergoline,Kidney Renal Papillary Cell Carcinoma,0.000376483566371999
cabergoline,Thyroid Carcinoma,6.957764483310411e-05
cabergoline,Liver Hepatocellular Carcinoma,0.00019084313392425667
cabergoline,Breast Invasive Carcinoma,-3.942527529381956e-05
cabergoline,Prostate Adenocarcinoma,2.043329998647472e-06
cabergoline,Bladder Urothelial Carcinoma,0.00011156092596410483
cabergoline,Stomach Adenocarcinoma,0.0014691629022340557
cabergoline,Lung Squamous Cell Carcinoma,0.00017888739808495923
cabergoline,Ovarian Serous Cystadenocarcinoma,0.00033814079370073633
cabergoline,Brain Lower Grade Glioma,-0.0002692988108441097
cabergoline,Skin Cutaneous Melanoma,-1.4509108006222072e-05
cabergoline,Lung Adenocarcinoma,0.00046349631300836026
cabergoline,Kidney Renal Clear Cell Carcinoma,0.0001831217855215006
cabergoline,Colon Adenocarcinoma,0.000861018666854263
cabergoline,Uterine Corpus Endometrial Carcinoma,-0.00041594301352085306
cabergoline,Head and Neck Squamous Cell Carcinoma,0.0006451627778522706
cabergoline,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.000575535283847281
caffeine,Kidney Renal Papillary Cell Carcinoma,0.00026418156053982235
caffeine,Thyroid Carcinoma,0.00042686466635628097
caffeine,Liver Hepatocellular Carcinoma,-0.00015107220708104885
caffeine,Breast Invasive Carcinoma,7.855568273119617e-05
caffeine,Prostate Adenocarcinoma,0.0001965287270004051
caffeine,Bladder Urothelial Carcinoma,0.001969810638270608
caffeine,Stomach Adenocarcinoma,-0.00011720670249092402
caffeine,Lung Squamous Cell Carcinoma,0.002255531075091355
caffeine,Ovarian Serous Cystadenocarcinoma,0.002368687224032229
caffeine,Brain Lower Grade Glioma,0.000807989889467009
caffeine,Skin Cutaneous Melanoma,0.0023403146513429895
caffeine,Lung Adenocarcinoma,0.0004062038264146972
caffeine,Kidney Renal Clear Cell Carcinoma,-0.0005637339846445988
caffeine,Colon Adenocarcinoma,0.0005607370449149052
caffeine,Uterine Corpus Endometrial Carcinoma,0.0004283149906046502
caffeine,Head and Neck Squamous Cell Carcinoma,0.0007277769939548317
caffeine,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0012175100770863757
calcein,Kidney Renal Papillary Cell Carcinoma,0.001392117043085439
calcein,Thyroid Carcinoma,0.0002241158434613203
calcein,Liver Hepatocellular Carcinoma,-6.972258677652165e-05
calcein,Breast Invasive Carcinoma,0.00015542829935839554
calcein,Prostate Adenocarcinoma,3.8115698411612353e-05
calcein,Bladder Urothelial Carcinoma,0.0007701140802644946
calcein,Stomach Adenocarcinoma,-0.00018118404848938008
calcein,Lung Squamous Cell Carcinoma,0.0013765509006139487
calcein,Ovarian Serous Cystadenocarcinoma,-0.00010160036585220578
calcein,Brain Lower Grade Glioma,0.00018943002446222267
calcein,Skin Cutaneous Melanoma,0.002219703319230981
calcein,Lung Adenocarcinoma,0.0006761075960856067
calcein,Kidney Renal Clear Cell Carcinoma,-0.00010787037702707503
calcein,Colon Adenocarcinoma,0.00014473423610960045
calcein,Uterine Corpus Endometrial Carcinoma,0.00041353576928023216
calcein,Head and Neck Squamous Cell Carcinoma,-0.00045699699578551913
calcein,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0004336638748645816
calcidiol,Kidney Renal Papillary Cell Carcinoma,-2.0308457252266042e-05
calcidiol,Thyroid Carcinoma,0.00014481670646504275
calcidiol,Liver Hepatocellular Carcinoma,0.00013607816956318075
calcidiol,Breast Invasive Carcinoma,0.0002010829139649839
calcidiol,Prostate Adenocarcinoma,8.031543817554272e-05
calcidiol,Bladder Urothelial Carcinoma,0.0008706349582348283
calcidiol,Stomach Adenocarcinoma,0.0007635077912374278
calcidiol,Lung Squamous Cell Carcinoma,0.00032211591376365425
calcidiol,Ovarian Serous Cystadenocarcinoma,-0.00013442654870636782
calcidiol,Brain Lower Grade Glioma,-0.00012942369154458344
calcidiol,Skin Cutaneous Melanoma,0.0005599967556023433
calcidiol,Lung Adenocarcinoma,-0.00013507047337701916
calcidiol,Kidney Renal Clear Cell Carcinoma,0.0008554695374690336
calcidiol,Colon Adenocarcinoma,0.0001844666624148894
calcidiol,Uterine Corpus Endometrial Carcinoma,0.0004686171823943319
calcidiol,Head and Neck Squamous Cell Carcinoma,-0.0001929034587695555
calcidiol,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0010761760852553593
Calcineurin inhibitors,Kidney Renal Papillary Cell Carcinoma,0.00016724091534366936
Calcineurin inhibitors,Thyroid Carcinoma,1.43818980590852e-05
Calcineurin inhibitors,Liver Hepatocellular Carcinoma,-9.322541998586509e-05
Calcineurin inhibitors,Breast Invasive Carcinoma,-9.496467128424224e-05
Calcineurin inhibitors,Prostate Adenocarcinoma,-2.877442726019735e-06
Calcineurin inhibitors,Bladder Urothelial Carcinoma,0.0003834241614275591
Calcineurin inhibitors,Stomach Adenocarcinoma,0.00013846020180665607
Calcineurin inhibitors,Lung Squamous Cell Carcinoma,0.00024026140220754222
Calcineurin inhibitors,Ovarian Serous Cystadenocarcinoma,4.228009513362885e-06
Calcineurin inhibitors,Brain Lower Grade Glioma,0.0002780698345190236
Calcineurin inhibitors,Skin Cutaneous Melanoma,0.00019451833896024783
Calcineurin inhibitors,Lung Adenocarcinoma,1.4107872173629854e-05
Calcineurin inhibitors,Kidney Renal Clear Cell Carcinoma,-0.0001819151468002156
Calcineurin inhibitors,Colon Adenocarcinoma,0.00013654370571060116
Calcineurin inhibitors,Uterine Corpus Endometrial Carcinoma,0.00018470908033897947
Calcineurin inhibitors,Head and Neck Squamous Cell Carcinoma,0.000194134824167036
Calcineurin inhibitors,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0002449747107245742
calcipotriol,Kidney Renal Papillary Cell Carcinoma,-0.00013565603240734415
calcipotriol,Thyroid Carcinoma,0.00014437571675939806
calcipotriol,Liver Hepatocellular Carcinoma,0.0008195756218312145
calcipotriol,Breast Invasive Carcinoma,8.432183162558893e-05
calcipotriol,Prostate Adenocarcinoma,-1.8526439916322708e-05
calcipotriol,Bladder Urothelial Carcinoma,0.0009552746468670992
calcipotriol,Stomach Adenocarcinoma,0.00038810179848479675
calcipotriol,Lung Squamous Cell Carcinoma,0.00013424901098380015
calcipotriol,Ovarian Serous Cystadenocarcinoma,0.0005491731949706536
calcipotriol,Brain Lower Grade Glioma,-7.107263240692107e-05
calcipotriol,Skin Cutaneous Melanoma,0.0005467412554831074
calcipotriol,Lung Adenocarcinoma,0.0007076702519715928
calcipotriol,Kidney Renal Clear Cell Carcinoma,0.00030626382965307506
calcipotriol,Colon Adenocarcinoma,0.00034477441107550464
calcipotriol,Uterine Corpus Endometrial Carcinoma,-8.605961497364367e-05
calcipotriol,Head and Neck Squamous Cell Carcinoma,-0.00027677203495491965
calcipotriol,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0004935016550801114
calcitriol,Kidney Renal Papillary Cell Carcinoma,1.71518682726024e-05
calcitriol,Thyroid Carcinoma,0.00017625115473161797
calcitriol,Liver Hepatocellular Carcinoma,0.0006297477432335108
calcitriol,Breast Invasive Carcinoma,4.514511778600516e-05
calcitriol,Prostate Adenocarcinoma,7.842410396519928e-05
calcitriol,Bladder Urothelial Carcinoma,0.0007990705895093431
calcitriol,Stomach Adenocarcinoma,-9.975096806050799e-05
calcitriol,Lung Squamous Cell Carcinoma,0.0005302310940862532
calcitriol,Ovarian Serous Cystadenocarcinoma,0.00031882565650178665
calcitriol,Brain Lower Grade Glioma,-4.5153560715061045e-05
calcitriol,Skin Cutaneous Melanoma,0.00041944040473851363
calcitriol,Lung Adenocarcinoma,0.00012417805547247917
calcitriol,Kidney Renal Clear Cell Carcinoma,0.00013484226396450749
calcitriol,Colon Adenocarcinoma,0.000577274647644127
calcitriol,Uterine Corpus Endometrial Carcinoma,3.746380521494341e-05
calcitriol,Head and Neck Squamous Cell Carcinoma,0.0004064081132714059
calcitriol,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0004691345854239082
calcium,Kidney Renal Papillary Cell Carcinoma,7.542719476638649e-05
calcium,Thyroid Carcinoma,0.0002840569412166403
calcium,Liver Hepatocellular Carcinoma,0.0012357866207203029
calcium,Breast Invasive Carcinoma,0.00022999210971341721
calcium,Prostate Adenocarcinoma,3.9858108162472357e-05
calcium,Bladder Urothelial Carcinoma,0.0011384865014649414
calcium,Stomach Adenocarcinoma,0.0004130456536571736
calcium,Lung Squamous Cell Carcinoma,0.001510949007893947
calcium,Ovarian Serous Cystadenocarcinoma,0.0005582868614007142
calcium,Brain Lower Grade Glioma,-0.0004570284615392217
calcium,Skin Cutaneous Melanoma,0.0009196771570892271
calcium,Lung Adenocarcinoma,0.00033861388000047123
calcium,Kidney Renal Clear Cell Carcinoma,0.0003088263078377618
calcium,Colon Adenocarcinoma,0.0003924142108314377
calcium,Uterine Corpus Endometrial Carcinoma,0.00017364595996655074
calcium,Head and Neck Squamous Cell Carcinoma,0.0005798790509325636
calcium,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0015475395050915859
calcium channel blockers,Kidney Renal Papillary Cell Carcinoma,0.0006344406754742072
calcium channel blockers,Thyroid Carcinoma,0.00010305422950874464
calcium channel blockers,Liver Hepatocellular Carcinoma,0.0006165449214131646
calcium channel blockers,Breast Invasive Carcinoma,0.0003429957156345642
calcium channel blockers,Prostate Adenocarcinoma,-8.584452854073664e-06
calcium channel blockers,Bladder Urothelial Carcinoma,0.0018180978481420417
calcium channel blockers,Stomach Adenocarcinoma,0.0008500875104892058
calcium channel blockers,Lung Squamous Cell Carcinoma,0.0006287261914025511
calcium channel blockers,Ovarian Serous Cystadenocarcinoma,0.00091642208478937
calcium channel blockers,Brain Lower Grade Glioma,0.00014420584037847518
calcium channel blockers,Skin Cutaneous Melanoma,0.0012548808803291012
calcium channel blockers,Lung Adenocarcinoma,-0.00037732561076236903
calcium channel blockers,Kidney Renal Clear Cell Carcinoma,0.0010684322737730344
calcium channel blockers,Colon Adenocarcinoma,0.0009132175790426411
calcium channel blockers,Uterine Corpus Endometrial Carcinoma,0.0005475786540759808
calcium channel blockers,Head and Neck Squamous Cell Carcinoma,0.0001605367448729189
calcium channel blockers,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0021245137398893193
candesartan,Kidney Renal Papillary Cell Carcinoma,-0.00016974363248672963
candesartan,Thyroid Carcinoma,7.514799521728121e-06
candesartan,Liver Hepatocellular Carcinoma,0.00033866786701057804
candesartan,Breast Invasive Carcinoma,4.2397971864616135e-05
candesartan,Prostate Adenocarcinoma,8.057146663955772e-06
candesartan,Bladder Urothelial Carcinoma,0.0004480315658350276
candesartan,Stomach Adenocarcinoma,0.0005606504215972752
candesartan,Lung Squamous Cell Carcinoma,0.00025629729979852466
candesartan,Ovarian Serous Cystadenocarcinoma,0.0012102094265952212
candesartan,Brain Lower Grade Glioma,8.412599376934615e-05
candesartan,Skin Cutaneous Melanoma,0.00033965077012498845
candesartan,Lung Adenocarcinoma,0.0001133511806075238
candesartan,Kidney Renal Clear Cell Carcinoma,-1.3140566073954751e-05
candesartan,Colon Adenocarcinoma,0.0014479050419003825
candesartan,Uterine Corpus Endometrial Carcinoma,-4.825111229025403e-05
candesartan,Head and Neck Squamous Cell Carcinoma,0.001212715149530852
candesartan,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,-1.7942542379556502e-05
cangrelor,Kidney Renal Papillary Cell Carcinoma,0.0003098989216237358
cangrelor,Thyroid Carcinoma,8.026600222695613e-05
cangrelor,Liver Hepatocellular Carcinoma,-0.00021787175581787775
cangrelor,Breast Invasive Carcinoma,6.65065506814777e-05
cangrelor,Prostate Adenocarcinoma,1.3712139754387698e-05
cangrelor,Bladder Urothelial Carcinoma,0.0008333945822854738
cangrelor,Stomach Adenocarcinoma,0.0006885170761551151
cangrelor,Lung Squamous Cell Carcinoma,0.00020077669924947194
cangrelor,Ovarian Serous Cystadenocarcinoma,0.0005546315724576978
cangrelor,Brain Lower Grade Glioma,-8.62670959588252e-06
cangrelor,Skin Cutaneous Melanoma,0.0005714142603500339
cangrelor,Lung Adenocarcinoma,0.00031253654858843795
cangrelor,Kidney Renal Clear Cell Carcinoma,-3.8209099036012883e-05
cangrelor,Colon Adenocarcinoma,0.0003759236887944495
cangrelor,Uterine Corpus Endometrial Carcinoma,-4.341305243562022e-05
cangrelor,Head and Neck Squamous Cell Carcinoma,0.00031232186380375504
cangrelor,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.00022467580708590562
cannabinoids,Kidney Renal Papillary Cell Carcinoma,0.00029534804258970484
cannabinoids,Thyroid Carcinoma,-8.91108489172062e-05
cannabinoids,Liver Hepatocellular Carcinoma,-0.00030495020224899914
cannabinoids,Breast Invasive Carcinoma,0.00012788441086313273
cannabinoids,Prostate Adenocarcinoma,1.5797731822834203e-05
cannabinoids,Bladder Urothelial Carcinoma,0.0011772295121857512
cannabinoids,Stomach Adenocarcinoma,0.002238689593427201
cannabinoids,Lung Squamous Cell Carcinoma,0.0006492485103771317
cannabinoids,Ovarian Serous Cystadenocarcinoma,-2.6742741836249807e-05
cannabinoids,Brain Lower Grade Glioma,6.889171917421333e-05
cannabinoids,Skin Cutaneous Melanoma,0.000547895753847838
cannabinoids,Lung Adenocarcinoma,0.001190107699700249
cannabinoids,Kidney Renal Clear Cell Carcinoma,0.00027863842363538003
cannabinoids,Colon Adenocarcinoma,0.0005774334372086965
cannabinoids,Uterine Corpus Endometrial Carcinoma,0.00031985482989153603
cannabinoids,Head and Neck Squamous Cell Carcinoma,-0.00035184842680919816
cannabinoids,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,9.537923065099374e-05
capecitabine,Kidney Renal Papillary Cell Carcinoma,0.0005761350025656698
capecitabine,Thyroid Carcinoma,0.0002364242364737118
capecitabine,Liver Hepatocellular Carcinoma,0.0005922515831522479
capecitabine,Breast Invasive Carcinoma,0.00046131397955619937
capecitabine,Prostate Adenocarcinoma,-6.422825053313902e-05
capecitabine,Bladder Urothelial Carcinoma,0.0029903967643517106
capecitabine,Stomach Adenocarcinoma,0.0009580922243249357
capecitabine,Lung Squamous Cell Carcinoma,0.0008240122953887096
capecitabine,Ovarian Serous Cystadenocarcinoma,0.001426555506625582
capecitabine,Brain Lower Grade Glioma,0.0005337774680460927
capecitabine,Skin Cutaneous Melanoma,0.0009402414172738682
capecitabine,Lung Adenocarcinoma,0.00034461783943833256
capecitabine,Kidney Renal Clear Cell Carcinoma,0.001183122201607767
capecitabine,Colon Adenocarcinoma,0.0014186935131765
capecitabine,Uterine Corpus Endometrial Carcinoma,0.001409199888234225
capecitabine,Head and Neck Squamous Cell Carcinoma,0.0013824706150190268
capecitabine,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0012620566785335658
captopril,Kidney Renal Papillary Cell Carcinoma,2.400183221755725e-05
captopril,Thyroid Carcinoma,-0.00019272056154229951
captopril,Liver Hepatocellular Carcinoma,-0.00030669303262180757
captopril,Breast Invasive Carcinoma,0.0003843430687112237
captopril,Prostate Adenocarcinoma,0.000359634626936676
captopril,Bladder Urothelial Carcinoma,0.002586198186261235
captopril,Stomach Adenocarcinoma,8.489976416947709e-06
captopril,Lung Squamous Cell Carcinoma,0.0011616167611801175
captopril,Ovarian Serous Cystadenocarcinoma,0.0004534742784737089
captopril,Brain Lower Grade Glioma,-0.000175124330127141
captopril,Skin Cutaneous Melanoma,0.0012653248689319606
captopril,Lung Adenocarcinoma,0.001271327295491509
captopril,Kidney Renal Clear Cell Carcinoma,0.00036825929123620595
captopril,Colon Adenocarcinoma,0.00127733286507552
captopril,Uterine Corpus Endometrial Carcinoma,0.0006083257183873813
captopril,Head and Neck Squamous Cell Carcinoma,0.0021081977840607612
captopril,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0018092930452390272
carbamazepine,Kidney Renal Papillary Cell Carcinoma,0.0008992684871916734
carbamazepine,Thyroid Carcinoma,-6.306243383072188e-05
carbamazepine,Liver Hepatocellular Carcinoma,0.00014131579041088972
carbamazepine,Breast Invasive Carcinoma,0.0006976583285657811
carbamazepine,Prostate Adenocarcinoma,0.0001841370536706567
carbamazepine,Bladder Urothelial Carcinoma,0.0017303049512864654
carbamazepine,Stomach Adenocarcinoma,0.00023797891943949656
carbamazepine,Lung Squamous Cell Carcinoma,0.0012162492175741058
carbamazepine,Ovarian Serous Cystadenocarcinoma,0.0004782086462524093
carbamazepine,Brain Lower Grade Glioma,8.293707928009874e-05
carbamazepine,Skin Cutaneous Melanoma,0.0026641048830886803
carbamazepine,Lung Adenocarcinoma,0.0010616337522971419
carbamazepine,Kidney Renal Clear Cell Carcinoma,0.000988477749320149
carbamazepine,Colon Adenocarcinoma,0.0006831211439741969
carbamazepine,Uterine Corpus Endometrial Carcinoma,0.0002899814219131658
carbamazepine,Head and Neck Squamous Cell Carcinoma,-0.00010278176535205574
carbamazepine,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.00206809936599297
carbidopa,Kidney Renal Papillary Cell Carcinoma,0.0011297099913985087
carbidopa,Thyroid Carcinoma,-0.00016896555369550446
carbidopa,Liver Hepatocellular Carcinoma,-0.0006203939029633454
carbidopa,Breast Invasive Carcinoma,0.00035099144337413237
carbidopa,Prostate Adenocarcinoma,4.948124370939618e-05
carbidopa,Bladder Urothelial Carcinoma,0.0010092515688668758
carbidopa,Stomach Adenocarcinoma,0.0004813551969926388
carbidopa,Lung Squamous Cell Carcinoma,0.001202234216171738
carbidopa,Ovarian Serous Cystadenocarcinoma,0.0007697191784038048
carbidopa,Brain Lower Grade Glioma,6.022619624942438e-05
carbidopa,Skin Cutaneous Melanoma,0.0002541120458613433
carbidopa,Lung Adenocarcinoma,0.0010428243718263897
carbidopa,Kidney Renal Clear Cell Carcinoma,0.00016952642454548528
carbidopa,Colon Adenocarcinoma,0.000810940543744082
carbidopa,Uterine Corpus Endometrial Carcinoma,0.0003438014366093811
carbidopa,Head and Neck Squamous Cell Carcinoma,0.0013220625782980888
carbidopa,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.00042485342784362445
carbimazole,Kidney Renal Papillary Cell Carcinoma,6.292173393920297e-05
carbimazole,Thyroid Carcinoma,1.9882001321421678e-05
carbimazole,Liver Hepatocellular Carcinoma,-0.00012793164711752958
carbimazole,Breast Invasive Carcinoma,-6.563979485900706e-05
carbimazole,Prostate Adenocarcinoma,8.102823201507005e-06
carbimazole,Bladder Urothelial Carcinoma,0.00047760437022064116
carbimazole,Stomach Adenocarcinoma,3.8917911213109944e-05
carbimazole,Lung Squamous Cell Carcinoma,-0.00027868612235339987
carbimazole,Ovarian Serous Cystadenocarcinoma,0.0007443863432205821
carbimazole,Brain Lower Grade Glioma,2.6367259639070718e-05
carbimazole,Skin Cutaneous Melanoma,0.0007908174120646372
carbimazole,Lung Adenocarcinoma,0.00019895090323647225
carbimazole,Kidney Renal Clear Cell Carcinoma,0.00011165107672032049
carbimazole,Colon Adenocarcinoma,0.0011335892471980025
carbimazole,Uterine Corpus Endometrial Carcinoma,0.0002643332687155608
carbimazole,Head and Neck Squamous Cell Carcinoma,-0.00010457326312962589
carbimazole,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.00017375210469417756
carboplatin,Kidney Renal Papillary Cell Carcinoma,0.0018009187091187818
carboplatin,Thyroid Carcinoma,-0.0006994973698800276
carboplatin,Liver Hepatocellular Carcinoma,-3.802256530629489e-05
carboplatin,Breast Invasive Carcinoma,0.0009868566001171252
carboplatin,Prostate Adenocarcinoma,0.0002498192739382878
carboplatin,Bladder Urothelial Carcinoma,0.006838232338823702
carboplatin,Stomach Adenocarcinoma,0.00827456312297058
carboplatin,Lung Squamous Cell Carcinoma,0.003058255387774178
carboplatin,Ovarian Serous Cystadenocarcinoma,0.0032462708143452756
carboplatin,Brain Lower Grade Glioma,0.002958055420853678
carboplatin,Skin Cutaneous Melanoma,0.002418705243466368
carboplatin,Lung Adenocarcinoma,0.0019247389282988302
carboplatin,Kidney Renal Clear Cell Carcinoma,0.0009194753319024973
carboplatin,Colon Adenocarcinoma,0.005544435130712566
carboplatin,Uterine Corpus Endometrial Carcinoma,0.0026223343930153855
carboplatin,Head and Neck Squamous Cell Carcinoma,0.0026434448164731283
carboplatin,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.004595812288197609
carfilzomib,Kidney Renal Papillary Cell Carcinoma,0.00016496051926209176
